mse,psnr,ssim,masked_mse,masked_psnr,masked_ssim,key,stage
0.010761662386357784,19.68120636712656,0.9075887203216553,,,,food_kiwi_01_8k_view18,inpainted
1.6653028069413267e-05,47.78506785925357,0.9938884377479553,0.000699205556884408,31.553951288366896,0.9957672953605652,food_kiwi_01_8k_view19,final
0.0008282776107080281,30.818240779594074,0.9718425869941711,,,,food_kiwi_01_8k_view19,corrupted
0.010152299888432026,19.934355621143347,0.8986803889274597,,,,food_kiwi_01_8k_view19,inpainted
1.652797254791949e-05,47.817804171638166,0.9942640662193298,0.0007447316311299801,31.280001998917314,0.9961144328117371,food_kiwi_01_8k_view20,final
0.0007843715138733387,31.054781870494644,0.9728313088417053,,,,food_kiwi_01_8k_view20,corrupted
0.010450806468725204,19.808501945861355,0.8964948058128357,,,,food_kiwi_01_8k_view20,inpainted
4.121927759115351e-06,53.84899623932958,0.9987241625785828,0.0007659288821741939,31.158115534916536,0.9991396069526672,food_kiwi_01_8k_view21,final
0.00019174978660885245,37.172651106887564,0.9938573241233826,,,,food_kiwi_01_8k_view21,corrupted
0.011016939766705036,19.579390249945607,0.909346342086792,,,,food_kiwi_01_8k_view21,inpainted
2.840642309820396e-06,55.4658344866042,0.9983486533164978,0.000461583083961159,33.35750115530272,0.9994432330131531,food_kiwi_01_8k_view22,final
0.0001967676798813045,37.060462351827304,0.9912155270576477,,,,food_kiwi_01_8k_view22,corrupted
0.010807125829160213,19.662897919399565,0.9101131558418274,,,,food_kiwi_01_8k_view22,inpainted
8.553097359254025e-06,50.67876584401822,0.995988667011261,0.0006519982125610113,31.857535948753704,0.9983057379722595,food_kiwi_01_8k_view23,final
0.00043282692786306143,33.63685727895606,0.9831666946411133,,,,food_kiwi_01_8k_view23,corrupted
0.010951809585094452,19.60514115719725,0.9045076370239258,,,,food_kiwi_01_8k_view23,inpainted
0.0,inf,1.0,0.0,inf,1.0,food_kiwi_01_8k_view24,final
0.0,inf,1.0,,,,food_kiwi_01_8k_view24,corrupted
0.0031595684122294188,25.003722366816767,0.9750945568084717,,,,food_kiwi_01_8k_view24,inpainted
1.980787828870234e-06,57.03162041213457,0.9987863898277283,0.00039019339601509273,34.08720085270754,0.999596893787384,food_kiwi_01_8k_view25,final
0.0001615770161151886,37.91620416360025,0.9936492443084717,,,,food_kiwi_01_8k_view25,corrupted
0.0087462542578578,20.58177901656199,0.9206514358520508,,,,food_kiwi_01_8k_view25,inpainted
